fecha,año,ruta,operador,tipo vuelo,tipo aeronave,total personas a bordo,pasajeros a bordo,tripulación a bordo,cantidad de fallecidos,pasajeros fallecidos,tripulación fallecida,fallecidos en tierra,total fallecidos
2003-01-09,2003,"Near Chachapoyas, Peru",TANS Airlines,Chiclayo - Chachapoyas,Fokker 28 Fellowship 1000,46,42,4,46,42,4,0,46
2003-01-17,2003,"Near Ndjolé, Gabon",Aerocom,Brazzaville - Douala,Antonov 24B,7,5,2,7,5,2,0,7
2003-01-24,2003,"Busia, Kenya",African Commuter Services,Busia - Nairobi,Grumman G-159 Gulfstream I,13,11,2,3,1,2,0,3
2003-01-31,2003,"Baucau, East Timor",Euro Asia Aviation,Macau - Baucau,Ilyushin II-76TD,6,2,4,6,2,4,0,6
2003-02-07,2003,"Near Agadir, Morocco",Volare Aviation Enterprise,Agadir - Algiers,Antonov 12BP,8,0,8,8,0,8,0,8
2003-02-10,2003,"Tallinn, Estonia",Enimex,Tallinn - Helsinki,Antonov AN-28,3,0,3,2,0,2,0,2
2003-02-16,2003,"Ferguson, Kentucky",Air Taxi - Great Northern Aircraft Co.,"Griffith-Merrill, IN - Somerset, KY",Cessna 421,7,6,1,3,2,1,0,3
2003-02-19,2003,"Near Shahdad, Iran",Military - Islamic Revolution's Guards Corps,Zahedan - Kerman,Ilyushin Il-76MD,275,257,18,275,257,18,0,275
2003-02-20,2003,"Near Kohat, Pakistan",Military - Pakistan Air Force,Islamabad - Kohat,Fokker F-27 Friendship 200,17,9,8,17,9,8,0,17
2003-03-01,2003,"Near Barki, Russia",Private - Kabanov - skydiving,Skydiving,Let L-410UVP,25,23,2,11,9,2,0,11
2003-03-06,2003,"Tamanrasset, Algeria",Air Algerie,Tamanrasset - Algiers,Boeing B-737-2T4,103,97,6,102,96,6,0,102
2003-03-27,2003,"Mulia, Indonesia",PT Air Regional,Mulia - Wamena,de Havilland Canada DHC-6 Twin Otter,16,14,2,4,2,2,0,4
2003-03-28,2003,"New Vienna, Iowa",Morris Hancock Flying Club - Charter,"Aurora, IL - Morris, MN",Beech A36,3,2,1,3,2,1,0,3
2003-05-08,2003,"Near Kinshasa, Congo",Ukrainian Cargo Airlines -  Congolese Army Charter,Kinshasa - Lubumbashi,Illyushin 76,200,,,129,,,0,129
2003-05-26,2003,"Near Macka, Turkey",Ukranian-Mediterranean Airlines,"Kabul, Afghanistan - Trabzon, Turkey - Zaragoza, Spain",Yakovlev 42D,75,62,13,75,62,13,0,75
2003-05-28,2003,"Talkeetna, Alaska",McKinley Air Service - Air Taxi,,Cessna 185,4,3,1,4,3,1,0,4
2003-06-01,2003,"Milan, Italy",Eurojet Italila,Milan - Genoa - Farnborough,Gates Learjet 45,2,0,2,2,0,2,0,2
2003-06-04,2003,"Near Oiapoque,  Brazil",Air Taxi - Marco Zero Air Taxi,Oiapoque - Macapa,EMB 721C Sertanejo,5,4,1,5,4,1,0,5
2003-06-06,2003,"Christchurch, New Zealand",Charter - Air Adventures New Zealand Ltd,Palmerston North - Christchurch,Piper PA-31-350 Navajo Chieftain,10,9,1,8,7,1,0,8
2003-06-11,2003,"Belo Horizonte, Brazil",Astro Air Taxi,,Embraer 820C Navajo,4,2,2,4,2,2,0,4
2003-06-15,2003,"Volcano, Hawaii",Paradise Tour Helicopters,Sightseeing,McDonnell Douglas 369D,4,3,1,4,3,1,0,4
2003-06-22,2003,"Near Brest, France",Brit Air,Nantes - Brest,Canadair CRJ-100ER,24,21,3,1,0,1,0,1
2003-06-25,2003,"Near Rudshour, Iran",Military - Islamic Republic of Iran Air Force,,Lockheed C-130 Hercules,7,0,7,7,0,7,0,7
2003-06-25,2003,"Anchor Point, Alaska",Hallo Bay Air - Air Taxi,"Hallo Bay, AK - Homer, AK",Cessna 180H,3,2,1,3,2,1,0,3
2003-06-26,2003,"Near Rooisand Desert Ranch, Namibia",Comvac Aviation,,Cessna 208B Grand Caravan,4,3,1,4,3,1,0,4
2003-06-30,2003,"Blida, Algeria",Military - Algerian Air Force,Training,Lockheed C-130H Hercules,4,0,4,4,0,4,11,15
2003-07-01,2003,"Belem, Para, Brazil",Heringer Air Taxi,,Mitsubishi MU 2B 35,4,2,2,4,2,2,0,4
2003-07-05,2003,"Macaé, Rio de Janeiro, Brazil",BHS - Brazilian Helicopter Services,,Sikorsky  S 76 A,5,3,2,5,3,2,0,5
2003-07-08,2003,"Port Sudan, Sudan",Sudan Airways,Port Sudan - Khartoum,Boeing 737-2J8C,117,106,11,117,106,11,0,117
2003-07-13,2003,"Near San Cristobal, Venezuela",Ruiban & Duran Compania Aérea,La Carlota - San Cristobal,Let 410UVP-E,10,8,2,4,4,0,0,4
2003-07-13,2003,"Off Treasure Cay, Bahamas",Air Sunshine,"Ft. Lauderdale, FL - Treasure Cay",Cessna 402C,10,9,1,2,2,0,0,2
2003-07-19,2003,"Mount Kenya, Kenya",Ryan Blake Air Charter,Nairobi - Samburu National Park,Swearingen SA-226T Metro II,14,12,2,14,12,2,0,14
2003-07-23,2003,"Waialeale,Kauai, Hawaii",Jack Harter Helicopters,Sightseeing,Bell 206B,5,4,1,5,4,1,0,5
2003-08-04,2003,"Groton, Connecticut",Jet Pro,Farmingdale - Groton,Gates Learjet 35A,2,0,2,2,0,2,0,2
2003-08-08,2003,"Tocomita, Venezuela",Servicios Aeronauticos Sucre (SASCA),Porlamar - Canaima,Cessna 208B Grand Caravan,16,14,2,1,0,1,0,1
2003-08-17,2003,"Near Barrow, Alaska",Hageland Aviation Services Inc.,Barrow - Wainwright,Reims Aviation 406,2,1,1,2,1,1,0,2
2003-08-20,2003,"Kamchatka Peninsula, Russia",Khalatyrka,Kamchatka - Kuril Islands,Mi-8 helicopter,20,19,1,20,19,1,0,20
2003-08-24,2003,"Cap Haitien, Haiti",Tropical Airways,Cap Haitien - Port au Paix,Let 420UVP-E,21,19,2,21,19,2,0,21
2003-08-26,2003,"Off Hyannis, Massachusetts",US Airways Express,,Beechcraft 1900D,2,0,2,2,0,2,0,2
2003-09-11,2003,"Near Summer Beaver, Canada",Wasaya Airways,Pickle Lake - Summer Beaver,Cessna 208B Grand Caravan,8,7,1,8,7,1,0,8
2003-09-19,2003,"Near La Quemada, Mexico",Military - Mexican Air Force,Mexicali - Santa Lucia,Lockheed C-130A Hercules,6,0,6,6,0,6,0,6
2003-09-19,2003,"Del Rio, Texas",Ameristar Jet Charter,El Paso - Del Rio,Learjet 25B,2,0,2,1,0,1,0,1
2003-09-20,2003,"Near Meadview, Arizona",Sundance Helicopters,Sightseeing,Aerospatiale AS350BA,7,6,1,7,6,1,0,7
2003-09-27,2003,"Gaspé, Quebec, Canada",Les Ailes de Gaspé Inc.,Gaspé - Îles-de-la-Madeleine,Piper PA31-310,3,2,1,3,2,1,0,3
2003-10-03,2003,Sao Gabriel de Cachoeria,Air taxi - Rumo Notre Air Taxi,Sao Gabriel de Cachoeria - Yauarete,EMB 721C Sertanejo,4,3,1,4,3,1,0,4
2003-10-03,2003,"Off Waikanae, New Zealand",Air Freight New Zealand,Christchurch - Palmerston North,Convair CV-580F,2,0,2,2,0,2,0,2
2003-10-11,2003,"Uriman, Venezuela",Transmandu,,Antonov AN-2TP,2,0,2,1,0,1,0,1
2003-10-26,2003,"Buenos Aires, Argentina",CATA Linea Aerea,,Fairchild Hiller FH-227B,5,0,5,5,0,5,0,5
2003-10-27,2003,"Tampico, Mexico",Aeroextra,Tampico - Las Potrancas Ranch Airstrip,Hawker 800A,3,0,3,3,0,3,0,3
2003-10-29,2003,"Cody, Wyoming",FedEx,Casper - Cody,Cessna 208B Caravan I Super Cargomaster,1,0,1,1,0,1,0,1
2003-11-02,2003,"Near Hasi, Iraq",Military - U.S. Army,Fallujah - Baghdad,CH-47 Chinook,36,34,2,15,15,0,0,15
2003-11-08,2003,"200 miles NE of Derby, Australia",Heliwork WA Pty Ltd. - Air Taxi,,Robertson R44 helicopter,4,3,1,4,3,1,0,4
2003-11-08,2003,"Near Ogle, Guyana",Trans Guyana Airways,"Ogle, Guyana - Ekereku, Guyana",Shorts SC-7 Skyvan 3M Variant 100,7,4,3,2,1,1,0,2
2003-11-15,2003,"Mosul, Iraq",Military - U.S. Army,,UH-60 Black Hawk / UH-60 Black Hawk,22,18,4,17,13,4,0,17
2003-11-29,2003,"Spokane, Washington",Ameriflight,Seattle - Spokane,Swearingen SA227AT Merlin IVC,1,0,1,1,0,1,0,1
2003-11-29,2003,"Boende, Congo",Military - Congolese Air Force,"Boende, Congo - Kinshasa, Congo",Antonov AN-26,24,18,6,20,14,6,13,33
2003-12-16,2003,"Jellicoe, Ontario, Canada",Huron Air,,de Havilland DHC-3 Otter,3,2,1,2,1,1,0,2
2003-12-18,2003,"Mitu, Colombia",Líneas Aéreas Suramericanas,El Yopal - Mitu,Douglas DC-9-15F,3,0,3,3,0,3,0,3
2003-12-23,2003,"Helendale, California",Pavair,"Chino,CA - Sun Valley, ID",Gates Learjet 24B,2,0,2,2,0,2,0,2
2003-12-25,2003,"Cotonou, Benin",Union des Transports Aeriens de Guinee,"Conakry, Guinea - Cotonou, Benin - Beirut, Lebanon",Boeing B-727-223,161,151,10,140,132,8,0,140
2004-01-03,2004,"Off Sharm el Sheikh, Egypt",Flash Air,"Sharm el Sheikh, Egypt - Cairo, Egypt",Boeing B-737-3Q8,148,135,13,148,135,13,0,148
2004-01-13,2004,"Tashkent, Uzbekistan",Uzbekistan Airways,Termez - Tashkent,Yakovlev YAK-40,37,32,5,37,32,5,0,37
2004-02-06,2004,"Bitonja, Bosnia-Herzegovina",Military - Government of Macedonia,Skopje - Mostar,Beechcraft Super King Air 200,9,7,2,9,7,2,0,9
2004-02-10,2004,"Sharjah, United Arab Emirates",Kish Airlines,Kish Island - Sharjah,Fokker F-50,46,40,6,43,37,6,0,43
2004-03-04,2004,"Bakou, Azerbaijan	Bakou, Azerbaijan",Azov Avia Airlines,Ankara - Baku - Kabul,Ilyushin II-76,7,0,7,3,0,3,0,3
2004-03-16,2004,"Tonopah, Nevada",Military - United States Air Force,,Beechcraft 1900C,5,4,1,5,4,1,0,5
2004-03-21,2004,"Pyote, Texas",Air Ambulance - Med-Trans Corp.,"Odessa, TX - Lubbock, TX",Bell 407,5,4,1,4,3,1,0,4
2004-05-02,2004,"Near Milpillas, Mexico",Procuradoria General de la Republica,Ciudad Juarez - Mexico City,Rockwell Gulfstream Jetprop 840,7,5,2,7,5,2,0,7
2004-05-05,2004,"Carepa, Colombia",Aerotransportes Petroleros,Bogota - Carepa,Swearingen SA227AC Metro III,7,5,2,3,1,2,0,3
2004-05-06,2004,"Jiech, Sudan",Charter - Air Cush,Jiech - Ayod,Let 410UVP,10,8,2,6,5,1,0,6
2004-05-11,2004,"Dalang, Sudan",El Magal Aviation,Khartoum - Juba - El Obeid,Antonov AN-12,7,0,7,7,0,7,0,7
2004-05-14,2004,"Near Manaus, Brazil",Rico Linhas Aereas,Sao Paulo - Tefe - Manaus,Embraer 120ER Brasilia,33,30,3,33,30,3,0,33
2004-05-18,2004,"Urumqi, China",AZAL Cargo Company,Taiyuan - Urumqi - Baku,Ilyushin II-76TD,7,0,7,7,0,7,0,7
2004-05-18,2004,"Bozoy, Kazakhstan",Aray-Avia,Kyzyl-Orda - Bozoy - Vozrozhdenya Island,PZL-Mielec AN-2R,12,10,2,1,1,0,0,1
2004-05-23,2004,"Mwingi, Kenya",Blue Bird Aviation,Nairobi - Mogadiscio,Let 410UVP,2,0,2,2,0,2,0,2
2004-05-25,2004,"Near Lukla, Nepal",Yeti Airlines,Katmandou - Lukla,de Havilland DHC-6 Twin Otter 300,3,0,3,3,0,3,0,3
2004-06-08,2004,"Off Libreville, Gabon",Gabon Express,Libreville - Franceville,BAe HS-748-232 Srs 2A,30,26,4,19,18,1,0,19
2004-06-28,2004,"Near Yengema, Sierra Leone",United Nations -  UTair Charter,Freetown - Kailahun,Mi-8MTV-1,24,21,3,24,21,3,0,24
2004-07-12,2004,"Off Beef Island, British Virgin Islands",Dodita Air Cargo,San Juan - Saint Martten,Convair CV-440,2,0,2,1,0,1,0,1
2004-07-22,2004,"Off  Macaé , Rio de Janeiro , Brazil",BHS - Brazilian Helicopter Service  Air Taxi,"Campos, Brazil  -  Off-shore oil rig",Sikorsky S 76,11,9,2,6,6,0,0,6
2004-07-29,2004,"Ononge, Papua New Guinea",Airlines of PNG,Port Moresby - Ononge,de Havilland DHC-6 Twin Otter 300,3,0,3,2,0,2,0,2
2004-08-13,2004,"Cincinnati, Ohio",Air Taroma,Memphis - Cincinnati,Convair CV-580,2,0,2,1,0,1,0,1
2004-08-21,2004,"Near Maracay, Venezuela",Military - Venezuelan Air Force,La Orchila Air Base - Maracay,Shorts 360,25,22,3,25,22,3,0,25
2004-08-24,2004,"Near Rostov-on-Don, Russia",Sibir Airlines,Moscow - Sochi,Tupolev 154B-2,46,38,8,46,38,8,0,46
2004-08-24,2004,"Near Toula, Russia",Volga-Avia Express,Moscow - Volograd,Tupolev 134A-3,41,34,7,41,34,7,0,41
2004-08-27,2004,"Near Mc Grath, Alaska",Mavrik Aire Transport,Kenai - McGrath - Kotzebue,de Havilland DHC-3 Otter,3,2,1,1,1,0,0,1
2004-09-09,2004,"Villahermosa, Mexico",Jett Paqueteria SA,Mexico City - Villahermosa,Rockwell CT-39A Sabreliner,2,0,2,2,0,2,0,2
2004-09-11,2004,"Off Mount Athos, Greece",Military - Greek Army,Athens - Mount Athos,CH-47D Chinook,17,13,4,17,13,4,0,17
2004-09-29,2004,"Tortuguero lagoon, Puerto Rico",Air Flamence,Mayaguez - San Juan,Pilatus-Britten Norman BN-2A-27 Islander,1,0,1,1,0,1,0,1
2004-10-05,2004,"Kaduqli, Sudan",Sarit Airlines,El Obeid - Juba,Antonov AN-12,4,0,4,4,0,4,0,4
2004-10-14,2004,"Halifax, Nova Scotia, Canada",MK Airlines,"Windsor Locks - Halifax - Zaragoza, Spain",Boeing 747-244B-SF,7,0,7,7,0,7,0,7
2004-10-14,2004,"Jefferson City, Missouri",Pinnacle Airlines/Northwest Airlink,Little Rock - Minneapolis,Canadair CRJ200LR RegionalJet,2,0,2,2,0,2,0,2
2004-10-15,2004,"Near Medellin, Colombia",Aerovanguardia,Villavicencio - Medellin,Douglas DC-3C,3,0,3,3,0,3,0,3
2004-10-16,2004,"Coron Island, Philippines",Pacific Air,Coron Island - Manila,Pilatus Britten-Norman BN-2A-21 Islander,2,0,2,2,0,2,0,2
2004-10-19,2004,"Near Kirksville, Missouri",Corporate Airlines (American Connection),"St. Louis, MO - Kirkville, MO",Bae Jetstream 3201,15,13,2,13,11,2,0,13
2004-10-24,2004,"San Diego, California",Med Flight Air Ambulance - Private,"San Diego, CA - Albuquerque, NM",Learjet 35A,5,4,1,5,4,1,0,5
2004-10-24,2004,"Martinsville, Virginia",Private - Hendrick Motorsports Inc.,"Concord, NC - Martinsville, VA",Beech 200 Super King Air,10,8,2,10,8,2,0,10
2004-11-18,2004,"Caracas, Venezuela",Venezolana,El Vigia - Caracas,BAe 3101 Jetstream 31,21,19,2,3,3,0,0,3
2004-11-21,2004,"Baotou, Inner Mongolia, China",China Eastern Airlines,Baotou - Shanghai,Bombardier CRJ200,53,47,6,53,47,6,0,53
2004-11-22,2004,"Houston, Texas",Business Jet Services,Dallas - Houston,Grumman Gulfstream G3,3,0,3,3,0,3,0,3
2004-11-27,2004,"Near Bagram, Afghanstan",Presidental Airways Inc. - Air Taxi,"Bagram - Farah, Afghanstan",CASA 212-CC,6,3,3,6,3,3,0,6
2004-11-28,2004,"Montrose, Colorado",Glow Air/Air Castle - Charter,"Montrose, CO - South Bend, IN",Canadair CL-601-2A12 Challenger,6,3,3,3,1,2,0,3
2004-11-30,2004,"Solo, Indonesia",Lion Air,"Jakarta, Indonesia - Solo, Indonesia",McDonnell-Douglas MD-82,163,156,7,25,23,2,0,25
2004-12-10,2004,"El Junquito, Venezuela",Guardia Nacional de Venezuela,Puerto Ayacucho - La Carlota,PZL-Mielec M28,16,13,3,16,13,3,0,16
2004-12-11,2004,"Near Jeddah, Saudi Arabia",Airline Transport,Baku - Kabul,Ilyushin II-76TD,7,0,7,1,0,1,0,1
2004-12-11,2004,"Uberaba, Brazil",NHR Táxi-Aéreo,Sao Paulo - Uberaba,Embraer EMB-110 Bandeirante,2,0,2,2,0,2,1,3
2005-01-13,2005,"Tura,Siberia, Russia",Tura Air Enterprise,Vanavara - Tura,Antonov AN-2,9,7,2,9,7,2,0,9
2005-01-13,2005,"Manguipayan, Colombia",Military - Colombian government,,Black Hawk helicopter,20,18,2,20,18,2,0,20
2005-01-13,2005,"Keene, New Hampshire",AirNow,"Bangor, ME - Concord, NH",Embraer EMB-110 Bandeirante,1,0,1,1,0,1,0,1
2005-01-26,2005,"Rutbah, Iraq",Military - U.S. Marines,Ferrying troops,CH53E Sea Stallion,31,29,2,31,29,2,0,31
2005-01-27,2005,"Lasi, Hungary",Farnair Hungary,Bucharest -Lasi,Let 410UVP-E4,2,0,2,2,0,2,0,2
2005-01-30,2005,"Near Al Taji, Iraq",Military - Royal Air Force,Bagdad - Balad,Lockheed Hercules C.1,10,8,2,10,8,2,0,10
2005-02-03,2005,"Near Kabul, Afghanistan",Kam Air,Herat - Kabul,Boeing B-737-200,104,96,8,104,96,8,0,104
2005-02-03,2005,"Near Khartoum, Sudan",Air West,Sharjah - Khartoum - Nyala,Ilyushin 76TD,7,0,7,7,0,7,0,7
2005-02-16,2005,"Near Pueblo, Colorado",Circuit City Stores - Charter,"Richmond, VA - Saint Louis, MO  - Pueblo,CO - Irvine, CA",Cessna 560 Citation V,8,6,2,8,6,2,0,8
2005-02-22,2005,"Bimin, Papua, New Guinea",Missionary Aviation Fellowship,Tabubil - Bimin,de Havilland DHC-6 Twin Otter 300,13,10,3,2,0,2,0,2
2005-02-22,2005,"Off Sarmi, Indonesia	Sarmi, Indonesia",Indonesian National Police,Jayapura - Sarmi,CASA 212 Aviocar,18,14,4,15,11,4,0,15
2005-03-08,2005,"Chrallave, Venezuela",Air Global,Maturin - Charallave,Cessna 500 Citation I,2,0,2,2,0,2,0,2
2005-03-15,2005,"Off Campbeltown, United Kingdom",Loganair,Glasgow - Campbeltown,Pilatus-Britten Norman BN-2B-26 Islander,2,1,1,2,1,1,0,2
2005-03-16,2005,"Varandey, Russia",Regional Airlines,Ufa - Usinsk - Perm - Varandey - Naryan Mar,Antonov 24,52,45,7,28,26,2,0,28
2005-03-23,2005,"Off Mwanza, Tanzania",Air Transport,Mwanza - Khartoum - Zagreb,Ilyushin IL-76TD,8,0,8,8,0,8,0,8
2005-03-26,2005,"El Embrujo, Providencia Island, Colombia",West Caribbean Airways,Old Providence - San Andres,Let-410UVP-E,14,12,2,8,6,2,0,8
2005-03-31,2005,"Near Rovie, Albania",Military - U.S. Air Force,Training,Lockheed Hercules MC-130H,9,0,9,9,0,9,0,9
2005-04-12,2005,"Enarotali, Indonesia",GT Air,Timika - Enarotali,de Havilland Canada DHC-6 Twin Otter 100,18,15,3,18,15,3,0,18
2005-04-20,2005,"Tehran, Iran",Saha Airline Services,Krish - Teran,Boeing B-707-3J9C,169,157,12,3,3,0,0,3
2005-04-21,2005,"Near Baghdad, Iraq",Military - Bulgarian,,Mil Mi-8,11,,,11,,,0,11
2005-04-28,2005,"Pisco, Peru",Military - Fuerza Del Peru,Training,Let 410UVP,13,11,2,13,11,2,0,13
2005-05-02,2005,"Near Stratford, New Zealand",Airwork NZ,Auckland - Blenheim,Swearingen SA.227AC Metro III,2,0,2,2,0,2,0,2
2005-05-05,2005,"Near Kisangani, Democratic Republic Congo",Kisangani Airlift,Bangboka - Isiro,Antonov AN-26,11,7,4,10,6,4,0,10
2005-05-07,2005,"Lockhart River, Queensland, Australia",Aero-Tropics,Bamaga - Lockhart River,Swearingen SA-227AC Metro III,15,13,2,15,13,2,0,15
2005-05-16,2005,"El Portezulo, Argentina",Transportes Aereos Don Carlos - Charter,"Balmaceda, Argentina - Chile Chiro, Chile",Beech 65-A80 Queenaire,10,9,1,10,9,1,0,10
2005-05-18,2005,"Mongu, Zambia",Military - Zambia Air Force,Lusaka - Livingstone - Mongu - Lusaka,Yunshuji Y-12,13,8,5,13,8,5,0,13
2005-05-25,2005,"Walungu, Congo",Charter - Maniema Union (owner Victoria Air),Goma - Kindu - Kongolo,Antonov AN-12BP,27,22,5,27,22,5,0,27
2005-06-02,2005,"Khartoom, Sudan",Marsland Aviation,Kartoom - El Obeid - El Fasher,Antonov AN-24B,42,36,6,7,6,1,0,7
2005-07-16,2005,"Baney, Equatorial Guinea",Ecuatair,"Malabala, Bioko Island - Bata",Antonov AN-24B,60,54,6,60,54,6,0,60
2005-08-02,2005,"Toronto, Canada",Air France,"Paris, France - Toronto Canada",Airbus A-340,309,297,12,0,0,0,0,0
2005-08-06,2005,"Off Palermo, Italy",Tuninter,"Bari, Italy - Djerba, Tunisia",ATR-72-202,39,35,4,16,14,2,0,16
2005-08-10,2005,"Off Talinn, Estonia",Copterline,"Talinn, Estonia - Helsinki, Finland",Sikorsky S-76C,14,12,2,14,12,2,0,14
2005-08-14,2005,"Near Grammatikos, Greece",Helios Airways,"Larnaca, Cyprus - Athens, Greece - Prague, Czech Republic",Boeing 737-31S,121,115,6,121,115,6,0,121
2005-08-16,2005,"Near La Cucharita, Venezuela",West Caribbean Airways,"Panama City - Fort de France, Martinique",McDonnell Douglas MD-82,160,152,8,160,152,8,0,160
2005-08-23,2005,"Near Pucallpa, Peru",TANS Peru,Lima - Pucallpa - Iquitos,Boeing B-737-244,98,92,6,40,36,4,0,40
2005-09-05,2005,"Medan, Indonesia",Mandala Airlines,Medan - Jakarta,Boeing 737-230,117,112,5,99,94,5,44,143
2005-09-05,2005,"Isiro, Democtratic Republic Congo",Kavatshi Airlines,Beni - Isiro,Antonov 26B,11,7,4,11,7,4,0,11
2005-09-09,2005,"Near Brazzaville, Congo",Air Kasai,Boende - Kinshasa,Antonov AN-26A,14,11,3,14,11,3,0,14
2005-10-04,2005,"Aru, Democratic Republic Cogo",Wimbi Dira Airways,Kisangani - Bunia,Antonov 12V,100,96,4,2,2,0,0,2
2005-10-22,2005,"Lisa, Nigeria",Bellview Airlines,Lagos - Abuja,Boeing B-737-2L9,117,111,6,117,111,6,0,117
2005-12-06,2005,"Tehran, Iran",Military - Islamic Republic of Iran Air Force,Tehran - Bandar Abbas,Lockheed C-130B Hercules,94,84,10,94,84,10,14,108
2005-12-08,2005,"Chicago, Illinois",Southwest Airlines,"Baltimore, Maryland - Chicago, Illinois - Las Vegas, Nevada",Boeing B-737-7H4,103,98,5,0,0,0,1,1
2005-12-10,2005,"Near Port Harcourt, Nigeria",Sosoliso Airlines,Abuja - Port Harcourt,McDonnell DC-9-32,110,103,7,108,101,7,0,108
2005-12-19,2005,"Off Miami Beach, Florida",Chalk's Ocean Airways,"Miami, Florida - Bimini, Bahamas",Grumman G73T Turbo Mallard,20,18,2,20,18,2,0,20
2005-12-23,2005,"Nardaran, Azerbaijan",Azerbaijan Airlines,"Baku, Azerbaijan - Aktau, Kazakhstan",Antonov AN-140-100,23,18,5,23,18,5,0,23
2006-01-02,2006,Near Karkov,Evolga,Moscow - Karkov,British Aerospace BAe-125-700A,3,0,3,3,0,3,0,3
2006-01-07,2006,"Near Tal Afar, Iraq",Military - US Army,,UH-60L Black Hawk,12,,,12,,,0,12
2006-01-08,2006,"Bukalaza, Uganda",Service Air,Entebbe - Kinshasa,Antonov 12,6,0,6,6,0,6,0,6
2006-01-09,2006,"Near Orumiyeh, Iran",Military - Iranian Revolutionary Guard Corps Air Force,Tehran - Orumiyeh,Dassault Falcon 20,11,8,3,11,8,3,0,11
2006-01-19,2006,"Near Telkibanya, Hungary",Military - Slovak Air Force,Pristina - Kosice,Antonov AN-24V,43,35,8,42,34,8,0,42
2006-02-05,2006,"Near Watertown, Wisconson",Air Cargo Carriers,,Shorts 360-100 /Shorts 360-300,3,1,2,3,1,2,0,3
2006-02-08,2006,"Near Paris, Tennessee",TriCoastal Air,"Dayton, Ohio -",Swearingen SA.226TC Metro II,1,0,1,1,0,1,0,1
2006-03-31,2006,"Rio Bonito, Brazil",Team Air,Macaé - Rio de Janeiro,Let L410UVP-E20,19,17,2,19,17,2,0,19
2006-04-10,2006,"Marsabit, Kenya",Military - Kenya Air Force,Nairobi - Eastleigh AFB,Harbin Yunshuji Y-12-II,17,13,4,14,12,2,0,14
2006-04-23,2006,"Kousséri, Cameroon",Military - Lybian Arab Air Force,Sebha - N'Djamena,Antonov 74TK-200,6,0,6,6,0,6,0,6
2006-04-24,2006,"Lashkar Gah, Afghanistan",U.S. Government (leased),Kabul - Kandahar - Lashkar Gah,Antonov AN-32B,16,12,4,2,0,2,3,5
2006-05-03,2006,"Off Adler, Russia",Armavia,"Yerevan, Armenia - Sochi, Russia",Airbus A320-211,113,105,8,113,105,8,0,113
2006-05-14,2006,"La Ronge, Saskatchewan",Saskatchewan Government Northern Air Operations,Training,Convair CV-580,3,0,3,1,0,1,0,1
2006-05-23,2006,Off São Tomé Island,Air São Tomé,Training,de Havilland Canada DHC-6 Twin Otter 300,4,2,2,4,2,2,0,4
2006-06-03,2006,"Yaocun, China",Military - Chinese Air Force,,KJ-2000,40,35,5,40,35,5,0,40
2006-06-11,2006,"Abéché, Chad",Military - Chadian Air Force,N'djamena - Abéché,Lockheed C-130 Hercules,7,0,7,5,0,5,0,5
2006-06-21,2006,"Jumla, Napal",Yeti Airlines,Surkhet - Jumla,de Havilland Canada DHC-6 Twin Otter 300,9,6,3,9,6,3,0,9
2006-07-07,2006,"Sake, Democratic Republic Congo",Mango Airlines,Goma - Kisangani,Antonov AN-12B,5,2,3,5,2,3,0,5
2006-07-09,2006,"Irkutsk, Russia",Sibir (S7),Moscow - Irkutsk,Airbus A-310-324ET,203,195,8,125,120,5,0,125
2006-07-10,2006,"Multan, Pakistan",Pakistan International Airlines,Multan - Lahore,Fokker F-27 Friendship 200,45,41,4,45,41,4,0,45
2006-07-27,2006,Afghanistan,Afghan Army,Khost to Kabul,Mil Mi-8,17,14,3,17,14,3,0,17
2006-08-03,2006,"Bukavu, Democratic Republic Congo",Tracep,Lugushwa - Bukavu,Antonov AN-28,17,14,3,17,14,3,0,17
2006-08-04,2006,"Near Pownal, Vermont",AirNow,"Binghamton, NY - Benningham, VT",Embraer 110 Bandeirante,1,0,1,1,0,1,0,1
2006-08-13,2006,"Near Piacenza, Italy",Air Algerie,Algiers - Frankfurt,Lockheed L-100-30 Hercules,3,0,3,3,0,3,0,3
2006-08-22,2006,"Near Donetsk, Ukraine",Pulkovo Airlines,Anapa - St. Petersburg,Tupolev Tu-154M,170,160,10,170,160,10,0,170
2006-08-27,2006,"Lexington, Kentucky",Comair,Lexington - Atlanta,Canadair CRJ-200ER,50,47,3,49,47,2,0,49
2006-09-01,2006,"Mahad, Iran",Iran Air Tours,Bandar Abbas - Mashad,Tupolev Tu-154M,148,137,11,29,29,0,0,29
2006-09-02,2006,"Near Kandahar, Afghanistan",Military - Royal Air Force,,British Aerospace Nimrod MR-2,14,12,2,14,12,2,0,14
2006-09-11,2006,"Vladikavkaz, Russia",Military - Russian Army,Gizel - Khankala,Mi-8 helicopter,15,12,3,12,12,0,0,12
2006-09-17,2006,"Vandeikya, Nigeria",Military - Nigerian Air Force,Abuja - Obudu,Dornier 228,18,15,3,13,11,2,0,13
2006-09-29,2006,"Near Sao Felix do Araguaia , Brazil",Gol Airlines / Private,Manaus - Brasilia,Boeing B-737-8EH /EMB-135JB,161,153,8,154,148,6,0,154
2006-10-10,2006,"Stord, Norway",Atlantic Airways,Stavanger - Stord,BAe 146-200,16,12,4,4,3,1,0,4
